Posted Date,Letter Issue Date,Company Name,Warning Letter URL,Issuing Office,Subject
"<time datetime=""2023-02-21T14:20:00Z"">02/21/2023</time>
","<time datetime=""2023-01-26T05:00:00Z"">01/26/2023</time>
","Desert Defense, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/desert-defense-llc-650718-01262023,Center for Veterinary Medicine,Unapproved New Animal Drug Products
"<time datetime=""2023-02-16T18:00:00Z"">02/16/2023</time>
","<time datetime=""2023-02-16T05:00:00Z"">02/16/2023</time>
",Hastings Vapors LLC d/b/a Hastings Vapors,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hastings-vapors-llc-dba-hastings-vapors-650214-02162023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-02-14T14:20:00Z"">02/14/2023</time>
","<time datetime=""2023-02-03T05:00:00Z"">02/03/2023</time>
","Flavor Vapors, LLC/Mob Liquid Labs",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/flavor-vapors-llcmob-liquid-labs-649046-02032023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-02-14T14:20:00Z"">02/14/2023</time>
","<time datetime=""2023-01-30T05:00:00Z"">01/30/2023</time>
",Clean Cosmetics LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/clean-cosmetics-llc-643205-01302023, Division of Pharmaceutical Quality Operations IV ,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2023-02-14T14:20:00Z"">02/14/2023</time>
","<time datetime=""2022-11-16T05:00:00Z"">11/16/2022</time>
",Wintech Medipro LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wintech-medipro-llc-640048-11162022, Division of Medical Device and Radiological Health Operations West ,"CGMP/QSR/Medical Devices/PMA/Adulterated<br />
"
"<time datetime=""2023-02-14T14:20:00Z"">02/14/2023</time>
","<time datetime=""2023-01-24T05:00:00Z"">01/24/2023</time>
",American Cruise Lines,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-cruise-lines-641736-01242023, Division of Human and Animal Food Operations East V ,Insanitary Conditions/Adulterated
"<time datetime=""2023-02-14T14:20:00Z"">02/14/2023</time>
","<time datetime=""2023-01-30T05:00:00Z"">01/30/2023</time>
","Lyons Magnus, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lyons-magnus-llc-645766-01302023, Division of Human and Animal Food Operations West I,Low Acid Canned Food Regulation/Adulterated 
"<time datetime=""2023-02-14T14:20:00Z"">02/14/2023</time>
","<time datetime=""2023-02-13T05:00:00Z"">02/13/2023</time>
",Delta Kozmetik Sanayi Ve Ticaret-Selim Yesil,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/delta-kozmetik-sanayi-ve-ticaret-selim-yesil-645478-02132023,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2023-02-14T14:20:00Z"">02/14/2023</time>
","<time datetime=""2023-02-10T05:00:00Z"">02/10/2023</time>
","American Chinese Natural Herbs, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-chinese-natural-herbs-inc-631597-02102023,Office of Human and Animal Food Operations West Division 3,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated"
"<time datetime=""2023-02-14T05:00:00Z"">02/14/2023</time>
","<time datetime=""2023-02-08T05:00:00Z"">02/08/2023</time>
","Cutera, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cutera-inc-639552-02082023,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
"<time datetime=""2023-02-09T20:00:00Z"">02/09/2023</time>
","<time datetime=""2023-02-09T05:00:00Z"">02/09/2023</time>
",Unlit Vapor Shoppe LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/unlit-vapor-shoppe-llc-651260-02092023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-02-07T14:20:00Z"">02/07/2023</time>
","<time datetime=""2022-12-21T05:00:00Z"">12/21/2022</time>
","Salon Technologies International, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/salon-technologies-international-inc-630566-12212022, Division of Pharmaceutical Quality Operations II ,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2023-02-07T14:20:00Z"">02/07/2023</time>
","<time datetime=""2022-11-17T05:00:00Z"">11/17/2022</time>
","Mark S. Denker, M.D., PA dba Palm Beach Fertility Center",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mark-s-denker-md-pa-dba-palm-beach-fertility-center-643090-11172022, Division of Biological Products Operations I ,"Deviations/CFR/Regulations for Human Cells, Tissues &amp; Cellular Products (HCT/Ps)"
"<time datetime=""2023-02-07T14:20:00Z"">02/07/2023</time>
","<time datetime=""2022-12-13T05:00:00Z"">12/13/2022</time>
","Quality Supplement Manufacturing, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/quality-supplement-manufacturing-inc-637182-12132022, Division of Pharmaceutical Quality Operations III ,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated"
"<time datetime=""2023-02-07T14:20:00Z"">02/07/2023</time>
","<time datetime=""2022-09-30T04:00:00Z"">09/30/2022</time>
",MicroVention Costa Rica S.R.L.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/microvention-costa-rica-srl-643188-09302022,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
"<time datetime=""2023-02-07T14:20:00Z"">02/07/2023</time>
","<time datetime=""2022-12-27T05:00:00Z"">12/27/2022</time>
",Getsch+Hiller Medizintechnik GmbH,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/getschhiller-medizintechnik-gmbh-644680-12272022,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
"<time datetime=""2023-02-07T14:20:00Z"">02/07/2023</time>
","<time datetime=""2023-01-24T05:00:00Z"">01/24/2023</time>
",J.M. Smucker LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jm-smucker-llc-638042-01242023, Division of Human and Animal Food Operations East V ,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
"<time datetime=""2023-02-07T14:20:00Z"">02/07/2023</time>
","<time datetime=""2022-12-07T05:00:00Z"">12/07/2022</time>
",AMO and Wing Inc. dba T and H Trading Co.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amo-and-wing-inc-dba-t-and-h-trading-co-638293-12072022,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2023-02-07T14:20:00Z"">02/07/2023</time>
","<time datetime=""2022-11-07T05:00:00Z"">11/07/2022</time>
","HST Produce, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hst-produce-inc-639794-11072022,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2023-02-07T14:20:00Z"">02/07/2023</time>
","<time datetime=""2023-02-06T05:00:00Z"">02/06/2023</time>
","The Body Bean, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/body-bean-llc-649817-02062023,Center for Drug Evaluation and Research | CDER,Failure to Register and List
"<time datetime=""2023-02-02T20:00:00Z"">02/02/2023</time>
","<time datetime=""2023-02-02T05:00:00Z"">02/02/2023</time>
",Liquivape,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/liquivape-649189-02022023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-02-02T20:00:00Z"">02/02/2023</time>
","<time datetime=""2023-02-02T05:00:00Z"">02/02/2023</time>
",Switch to Vapor,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/switch-vapor-649575-02022023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-31T14:59:00Z"">01/31/2023</time>
","<time datetime=""2023-01-30T05:00:00Z"">01/30/2023</time>
","Noble Elements, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/noble-elements-llc-643745-01302023,Center for Food Safety and Applied Nutrition (CFSAN),Finished Pharmaceuticals/Unapproved New Drug/Misbranded
"<time datetime=""2023-01-31T14:59:00Z"">01/31/2023</time>
","<time datetime=""2023-01-30T05:00:00Z"">01/30/2023</time>
",Organic Heirloom Plants,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/organic-heirloom-plants-643997-01302023,Center for Food Safety and Applied Nutrition (CFSAN),Finished Pharmaceuticals/Unapproved New Drug/Misbranded
"<time datetime=""2023-01-31T14:59:00Z"">01/31/2023</time>
","<time datetime=""2023-01-30T05:00:00Z"">01/30/2023</time>
","Dr. Green Mom, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dr-green-mom-llc-644546-01302023,Center for Food Safety and Applied Nutrition (CFSAN),"Finished Pharmaceuticals/Unapproved New Drug/Misbranded<br />
"
"<time datetime=""2023-01-31T14:20:00Z"">01/31/2023</time>
","<time datetime=""2022-12-20T05:00:00Z"">12/20/2022</time>
","RightEye, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/righteye-llc-643192-12202022, Division of Medical Device and Radiological Health Operations East,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
"<time datetime=""2023-01-31T14:20:00Z"">01/31/2023</time>
","<time datetime=""2022-12-27T05:00:00Z"">12/27/2022</time>
",Urban Electric Power,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/urban-electric-power-635791-12272022, Division of Pharmaceutical Quality Operations I,CGMP/Drug Products/Adulterated
"<time datetime=""2023-01-31T14:20:00Z"">01/31/2023</time>
","<time datetime=""2023-01-18T05:00:00Z"">01/18/2023</time>
",Mohawk Laboratories Division of NCH Corporation,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mohawk-laboratories-division-nch-corporation-635780-01182023, Division of Pharmaceutical Quality Operations II ,CGMP/Drug Products/Adulterated
"<time datetime=""2023-01-31T14:20:00Z"">01/31/2023</time>
","<time datetime=""2023-01-30T05:00:00Z"">01/30/2023</time>
","Old Tiles Wallpaper, LLC DBA Old Tiles Decor",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/old-tiles-wallpaper-llc-dba-old-tiles-decor-643920-01302023,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded
"<time datetime=""2023-01-31T14:20:00Z"">01/31/2023</time>
","<time datetime=""2023-01-30T05:00:00Z"">01/30/2023</time>
",Monkeypox-treatment.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/monkeypox-treatmentcom-644773-01302023,Center for Drug Evaluation and Research | CDER,"Finished Pharmaceuticals/Unapproved New Drug/Misbranded<br />
"
"<time datetime=""2023-01-31T14:20:00Z"">01/31/2023</time>
","<time datetime=""2022-06-01T04:00:00Z"">06/01/2022</time>
",S&S Quality Wholesale Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ss-quality-wholesale-inc-630772-06012022,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2023-01-31T14:20:00Z"">01/31/2023</time>
","<time datetime=""2023-01-27T05:00:00Z"">01/27/2023</time>
","Shenzhen GreenSound High-Tech Co., LTD d/b/a Vaporlax",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shenzhen-greensound-high-tech-co-ltd-dba-vaporlax-651264-01272023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-31T14:20:00Z"">01/31/2023</time>
","<time datetime=""2023-01-24T05:00:00Z"">01/24/2023</time>
","Adept Life Science, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/adept-life-science-llc-635400-01242023, Division of Human and Animal Food Operations East IV,"CGMP/Dietary Supplement/Misbranded<br />
"
"<time datetime=""2023-01-31T05:00:00Z"">01/31/2023</time>
","<time datetime=""2023-01-27T05:00:00Z"">01/27/2023</time>
","Kobayashi Healthcare International, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kobayashi-healthcare-international-inc-637313-01272023,Office of Pharmaceutical Quality,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2023-01-31T05:00:00Z"">01/31/2023</time>
","<time datetime=""2023-01-30T05:00:00Z"">01/30/2023</time>
",Fei Fah Medical Manufacturing Pte. Ltd.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fei-fah-medical-manufacturing-pte-ltd-633084-01302023,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2023-01-31T05:00:00Z"">01/31/2023</time>
","<time datetime=""2023-01-20T05:00:00Z"">01/20/2023</time>
",OOO “Elanders”,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ooo-elanders-643068-01202023,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated
"<time datetime=""2023-01-26T20:00:00Z"">01/26/2023</time>
","<time datetime=""2023-01-26T05:00:00Z"">01/26/2023</time>
",3rd Rock Vapor,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/3rd-rock-vapor-649194-01262023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-26T20:00:00Z"">01/26/2023</time>
","<time datetime=""2023-01-26T05:00:00Z"">01/26/2023</time>
",Zombieland LLC dba Mafia Street Vapor Company,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zombieland-llc-dba-mafia-street-vapor-company-649034-01262023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2022-11-16T05:00:00Z"">11/16/2022</time>
","Evimeria El Aztecano, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/evimeria-el-aztecano-inc-624797-11162022, Division of Human and Animal Food Operations West V ,Dietary Supplement/Misbranded
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2023-01-18T05:00:00Z"">01/18/2023</time>
","Buzzagogo, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/buzzagogo-llc-639545-01182023,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2022-10-07T04:00:00Z"">10/07/2022</time>
","Leimax, Corp.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/leimax-corp-633364-10072022,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2022-10-14T04:00:00Z"">10/14/2022</time>
",Fuentes Farms LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fuentes-farms-llc-642138-10142022,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2022-08-30T04:00:00Z"">08/30/2022</time>
","TL State Management, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tl-state-management-inc-634663-08302022,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2022-11-02T04:00:00Z"">11/02/2022</time>
",Gold Coast Distributors Inc. dba Shah Distributors,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gold-coast-distributors-inc-dba-shah-distributors-635805-11022022, Division of Human and Animal Food Operations West V,CGMP/Warehouse/Insanitary Conditions/Adulterated
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2022-08-19T04:00:00Z"">08/19/2022</time>
","Cloud Dreams, Inc. dba Rx Vape",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cloud-dreams-inc-dba-rx-vape-640211-08192022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2022-10-28T04:00:00Z"">10/28/2022</time>
",Sabrina Cosmetics d/b/a SCOS,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sabrina-cosmetics-dba-scos-643208-10282022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2023-01-13T05:00:00Z"">01/13/2023</time>
",New Vaping US,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/new-vaping-us-650271-01132023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2022-11-18T05:00:00Z"">11/18/2022</time>
","North American Custom Laboratories, LLC dba FarmaKeio Superior Custom Compounding",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/north-american-custom-laboratories-llc-dba-farmakeio-superior-custom-compounding-642792-11182022, Division of Pharmaceutical Quality Operations II ,Compounding Pharmacy/Adulterated Drug Products
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2023-01-10T05:00:00Z"">01/10/2023</time>
",Lineage Vapors LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lineage-vapors-llc-646291-01102023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-24T14:20:00Z"">01/24/2023</time>
","<time datetime=""2023-01-11T05:00:00Z"">01/11/2023</time>
",Larkin Community Hospital Institutional Review Board,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/larkin-community-hospital-institutional-review-board-638146-01112023,Center for Drug Evaluation and Research | CDER,Bioresearch Monitoring Program/Institutional Review Board (IRB)
"<time datetime=""2023-01-19T20:00:00Z"">01/19/2023</time>
","<time datetime=""2023-01-19T05:00:00Z"">01/19/2023</time>
",Southbound Vapes,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/southbound-vapes-649568-01192023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-19T20:00:00Z"">01/19/2023</time>
","<time datetime=""2023-01-19T05:00:00Z"">01/19/2023</time>
",Modfathers Vapor,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/modfathers-vapor-648991-01192023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-17T14:20:00Z"">01/17/2023</time>
","<time datetime=""2023-01-10T05:00:00Z"">01/10/2023</time>
","HIS Enterprise Inc dba Adam’s Secret USA, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/his-enterprise-inc-dba-adams-secret-usa-llc-646494-01102023,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded
"<time datetime=""2023-01-17T14:20:00Z"">01/17/2023</time>
","<time datetime=""2022-12-13T05:00:00Z"">12/13/2022</time>
",Optum Infusion Services 308 LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/optum-infusion-services-308-llc-647842-12132022, Division of Pharmaceutical Quality Operations IV ,Compounding Pharmacy/Adulterated Drug Products
"<time datetime=""2023-01-12T19:30:00Z"">01/12/2023</time>
","<time datetime=""2023-01-12T05:00:00Z"">01/12/2023</time>
",Tiger Vapes,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tiger-vapes-647668-01122023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-12T19:30:00Z"">01/12/2023</time>
","<time datetime=""2023-01-12T05:00:00Z"">01/12/2023</time>
",Chevaline Investments dba VaporCore,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chevaline-investments-dba-vaporcore-648960-01122023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-12T19:30:00Z"">01/12/2023</time>
","<time datetime=""2023-01-12T05:00:00Z"">01/12/2023</time>
",Chevaline Investments dba VaporCore,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chevaline-investments-dba-vaporcore-648392-01122023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-11T15:00:00Z"">01/11/2023</time>
","<time datetime=""2023-01-10T05:00:00Z"">01/10/2023</time>
","Medical Mikes, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/medical-mikes-inc-647603-01102023,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2023-01-11T15:00:00Z"">01/11/2023</time>
","<time datetime=""2023-01-10T05:00:00Z"">01/10/2023</time>
",Purecraft LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/purecraft-llc-648077-01102023,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2023-01-10T14:20:00Z"">01/10/2023</time>
","<time datetime=""2022-12-07T05:00:00Z"">12/07/2022</time>
",San-Rey Produce Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/san-rey-produce-inc-643593-12072022,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2023-01-10T14:20:00Z"">01/10/2023</time>
","<time datetime=""2022-11-22T05:00:00Z"">11/22/2022</time>
",Florida Gold Foods LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/florida-gold-foods-llc-637153-11222022, Division of Human and Animal Food Operations East IV ,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
"<time datetime=""2023-01-10T14:20:00Z"">01/10/2023</time>
","<time datetime=""2022-12-20T05:00:00Z"">12/20/2022</time>
",Auto-Chlor System LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/auto-chlor-system-llc-641808-12202022, Division of Pharmaceutical Quality Operations II ,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2023-01-10T14:20:00Z"">01/10/2023</time>
","<time datetime=""2022-11-02T04:00:00Z"">11/02/2022</time>
","Aizu Olympus Co., Ltd.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aizu-olympus-co-ltd-643172-11022022,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/PMA/Adulterated/Misbranded
"<time datetime=""2023-01-10T14:20:00Z"">01/10/2023</time>
","<time datetime=""2022-12-12T05:00:00Z"">12/12/2022</time>
",Olympus Medical Systems Corporation,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/olympus-medical-systems-corporation-649726-12122022,Center for Devices and Radiological Health,Medical Device Reporting/Misbranded
"<time datetime=""2023-01-10T14:20:00Z"">01/10/2023</time>
","<time datetime=""2023-01-09T05:00:00Z"">01/09/2023</time>
","Distributor RFR, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/distributor-rfr-llc-643724-01092023,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded
"<time datetime=""2023-01-10T14:20:00Z"">01/10/2023</time>
","<time datetime=""2023-01-06T05:00:00Z"">01/06/2023</time>
",pharmahealthonline.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pharmahealthonlinecom-648510-01062023,Center for Drug Evaluation and Research | CDER,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet
"<time datetime=""2023-01-10T05:00:00Z"">01/10/2023</time>
","<time datetime=""2022-12-29T05:00:00Z"">12/29/2022</time>
",Turkuaz Sağlik Hizmetleri Medikal Temizlik Kimyasa,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/turkuaz-saglik-hizmetleri-medikal-temizlik-kimyasa-649158-12292022,Center for Devices and Radiological Health,"CGMP/QSR/Medical Devices/Adulterated<br />
"
"<time datetime=""2023-01-06T15:00:00Z"">01/06/2023</time>
","<time datetime=""2023-01-05T05:00:00Z"">01/05/2023</time>
",PharmaCanna,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pharmacanna-647390-01052023,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2023-01-05T20:00:00Z"">01/05/2023</time>
","<time datetime=""2023-01-05T05:00:00Z"">01/05/2023</time>
","Chevaline Investments, LLC d/b/a VaporCore",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chevaline-investments-llc-dba-vaporcore-647840-01052023,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2023-01-03T14:20:00Z"">01/03/2023</time>
","<time datetime=""2022-12-16T05:00:00Z"">12/16/2022</time>
","Superior Glove Works, Ltd.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/superior-glove-works-ltd-641100-12162022,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2023-01-03T14:20:00Z"">01/03/2023</time>
","<time datetime=""2022-12-27T05:00:00Z"">12/27/2022</time>
",globalpharmacyplus.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/globalpharmacypluscom-631427-12272022,,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-12-09T05:00:00Z"">12/09/2022</time>
",Ruth Special Food Store LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ruth-special-food-store-llc-644551-12092022,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-12-09T05:00:00Z"">12/09/2022</time>
",Big Olaf Creamery LLC dba Big Olaf,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/big-olaf-creamery-llc-dba-big-olaf-642758-12092022, Division of Human and Animal Food Operations East IV ,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes"
